Target ChEMBL ID,Molecule ChEMBL ID,Smiles,Type_MPG,min,max,mean,std
CHEMBL1075104,CHEMBL3651732,c1cc(-c2n[nH]c3ccnc(NC4CCOCC4)c23)cc(N2CCOCC2)n1,CELL,6.87,7.57,7.220000000000001,0.49497474683058307
CHEMBL1075104,CHEMBL3651804,CC(C)c1nc(-c2n[nH]c3ccnc(NC4CCOCC4)c23)n[nH]1,CELL,7.46,8.11,7.785,0.4596194077712552
CHEMBL1075104,CHEMBL3651817,Cc1[nH]nc2ccnc(NC3CCOCC3)c12,CELL,6.37,6.74,6.555,0.261629509039023
CHEMBL1075104,CHEMBL3919862,Cc1cc(-c2cc(Nc3nn(C)cc3C)nc3[nH]cc(C#N)c23)ccn1,CELL,6.24,6.68,6.46,0.31112698372208053
CHEMBL1075104,CHEMBL3933899,Cc1cncc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)c1,CELL,7.05,7.16,7.105,0.07778174593052013
CHEMBL1075104,CHEMBL3939513,Cn1ccc(Nc2cc(-c3ccccc3)c3c(C#N)c[nH]c3n2)n1,CELL,7.0,7.07,7.035,0.049497474683058526
CHEMBL1075104,CHEMBL3961481,Cc1cccc(-c2cc(Nc3nn(C)cc3C)nc3[nH]cc(C#N)c23)n1,CELL,6.77,6.89,6.83,0.08485281374238547
CHEMBL1075104,CHEMBL3961632,Cc1cccc(-c2cc(N)nc3[nH]cc(C#N)c23)c1,CELL,6.33,7.62,7.147500000000001,0.4167433262812977
CHEMBL1075104,CHEMBL3969077,Cc1cccc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)c1,CELL,7.75,7.77,7.76,0.014142135623730649
CHEMBL1075104,CHEMBL3971067,CC(C)n1cc(-c2cc(-c3ccc(CN4CCOCC4)cc3)cnc2N)nn1,CELL,5.68,6.04,5.859999999999999,0.25455844122715704
CHEMBL1075104,CHEMBL4063115,Cc1cc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)ccn1,CELL,6.16,6.89,6.525,0.5161879502661797
CHEMBL1075104,CHEMBL4077034,Cc1cc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)ccn1,CELL,5.89,6.68,6.285,0.5586143571373728
CHEMBL1075104,CHEMBL4084769,Cc1cccc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)n1,CELL,6.8,7.12,6.96,0.2262741699796954
CHEMBL1075104,CHEMBL4092521,Cc1cccc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)n1,CELL,6.96,7.03,6.995,0.049497474683058526
CHEMBL1075104,CHEMBL4100265,Cc1cncc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)c1,CELL,6.72,7.03,6.875,0.2192031021678301
CHEMBL1075104,CHEMBL4101218,Cc1cncc(-c2cc(Nc3nn(C)cc3C)nc3[nH]cc(C#N)c23)c1,CELL,6.77,6.8,6.785,0.021213203435596288
CHEMBL1075104,CHEMBL4435096,c1ccc(-c2n[nH]c3ccnc(NC4CCOCC4)c23)nc1,CELL,7.39,8.51,7.949999999999999,0.7919595949289336
CHEMBL1075104,CHEMBL4460272,c1cc(-c2n[nH]c3ccnc(OC4CCOCC4)c23)cc(N2CCOCC2)n1,CELL,7.62,8.38,8.0,0.5374011537017769
CHEMBL1075104,CHEMBL4527314,FC(F)(F)c1cc(-c2n[nH]c3ccnc(NC4CCOCC4)c23)ncn1,CELL,7.62,8.39,8.005,0.5444722215136416
CHEMBL1075104,CHEMBL4539170,CCc1cc(-c2n[nH]c3ccnc(NC4CCOCC4)c23)nn1C,CELL,8.35,9.3,8.825,0.6717514421272215
CHEMBL1075104,CHEMBL4542888,Cc1n[nH]c2ccnc(OC3CCOCC3)c12,CELL,6.52,7.36,6.9399999999999995,0.5939696961967008
CHEMBL1075104,CHEMBL4592487,CC(C)(O)Cn1cc(-c2n[nH]c3ccnc(OC4CCOCC4)c23)cn1,CELL,7.68,7.89,7.785,0.14849242404917526
CHEMBL1075104,CHEMBL509032,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,CELL,7.03,8.21,7.783333333333334,0.6543189843901313
CHEMBL1075225,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CELL,5.28,5.74,5.51,0.32526911934581215
CHEMBL1075225,CHEMBL4442778,C=CC(=O)N1CCCC(n2nc(-c3cc(C=O)n(C)n3)c3c(N)ncnc32)C1,CELL,6.2,6.24,6.220000000000001,0.02828427124746224
CHEMBL1075225,CHEMBL4454392,C=CC(=O)N1CCCC(n2nc(-c3cc(C(C)(C)O)n(C)n3)c3c(N)ncnc32)C1,CELL,6.2,6.24,6.220000000000001,0.02828427124746224
CHEMBL1075225,CHEMBL4460560,C=CC(=O)N1CCCC(n2nc(-c3cc(N4CCOCC4)n(C)n3)c3c(N)ncnc32)C1,CELL,6.2,6.24,6.220000000000001,0.02828427124746224
CHEMBL1075225,CHEMBL4517080,C=CC(=O)N1CCCC(Cn2nc(Br)c3c(N)ncnc32)C1,CELL,6.2,6.24,6.220000000000001,0.02828427124746224
CHEMBL1075225,CHEMBL4557416,C=CC(=O)N1CCC(n2nc(-c3cc(C(C)(C)O)n(C)n3)c3c(N)ncnc32)C1,CELL,6.2,6.24,6.220000000000001,0.02828427124746224
CHEMBL1075225,CHEMBL4561431,C=CC(=O)N1CCC(n2nc(-c3cc(C=O)n(C)n3)c3c(N)ncnc32)C1,CELL,6.2,6.24,6.220000000000001,0.02828427124746224
CHEMBL1075225,CHEMBL4564903,C=CC(=O)N1CCC(n2nc(-c3cc(C)n(C)n3)c3c(N)ncnc32)C1,CELL,6.2,6.24,6.220000000000001,0.02828427124746224
CHEMBL1075225,CHEMBL4582632,C=CC(=O)N1CCCC(n2nc(Br)c3c(N)ncnc32)C1,CELL,6.2,6.24,6.220000000000001,0.02828427124746224
CHEMBL1075275,CHEMBL259084,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,CELL,6.76,6.76,6.760000000000001,0.0
CHEMBL1075289,CHEMBL570380,COc1cc2nccc(Oc3ccc(NC(=O)c4cc(-c5cccs5)cn(-c5ccccc5)c4=O)nc3)c2cc1OC,CELL,8.0,8.0,8.0,0.0
CHEMBL1075289,CHEMBL585927,CNc1ccn(-c2ccccc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)cn1,CELL,8.0,8.0,8.0,0.0
CHEMBL1075321,CHEMBL405759,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,CELL,6.0,7.52,6.484,0.6980544391378083
CHEMBL1169596,CHEMBL1229517,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CELL,5.95,6.02,5.984999999999999,0.04949747468305758
CHEMBL1293199,CHEMBL4435359,Cc1ncc(-c2cc(F)c(O)c(F)c2)cc1-c1cc(F)c(O)c(F)c1,CELL,6.72,6.82,6.77,0.07071067811865545
CHEMBL1824,CHEMBL103005,Cc1cc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,CELL,6.55,7.82,7.1850000000000005,0.8980256121069153
CHEMBL1824,CHEMBL203599,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,CELL,9.0,9.1,9.05,0.07071067811865388
CHEMBL1824,CHEMBL2110732,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,CELL,7.34,7.34,7.34,0.0
CHEMBL1824,CHEMBL227103,COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2cc1OCCOC,CELL,6.28,6.58,6.43,0.2121320343559638
CHEMBL1824,CHEMBL228275,COCCOc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCCC5)CC4)c(C)c3)c2c1,CELL,7.36,7.54,7.45,0.12727922061357835
CHEMBL1824,CHEMBL228276,Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1OC1CCN(C(=O)C2CCCC2)CC1,CELL,7.48,7.75,7.615,0.19091883092036754
CHEMBL1824,CHEMBL228925,CNc1cc2c(Nc3ccc(Oc4ccc(C(=O)NCC(C)(C)C)cc4)c(C)c3)ncnc2cn1,CELL,7.52,7.89,7.705,0.2616295090390223
CHEMBL1824,CHEMBL228977,Cc1cc(Nc2ncnc3cnc(N4CCN(C)CC4)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,CELL,6.89,7.82,7.355,0.6576093065034894
CHEMBL1824,CHEMBL229037,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C(=O)NCC(C)(C)C)cc4)c(C)c3)c2c1,CELL,6.85,7.64,7.244999999999999,0.5586143571373728
CHEMBL1824,CHEMBL230255,Cc1cc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)ccc1OC1CCN(C(=O)CC(C)(C)C)CC1,CELL,7.12,7.47,7.295,0.24748737341529137
CHEMBL1824,CHEMBL230574,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCC5)CC4)c(C)c3)c2c1,CELL,6.82,7.29,7.055,0.3323401871576775
CHEMBL1824,CHEMBL230575,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2c1,CELL,7.03,7.8,7.415,0.5444722215136413
CHEMBL1824,CHEMBL230680,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCCO5)CC4)c(C)c3)c2c1,CELL,5.54,6.26,5.9,0.5091168824543144
CHEMBL1824,CHEMBL230786,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)NC5CCC5)c4)c(C)c3)c2c1,CELL,6.64,6.8,6.72,0.1131370849898477
CHEMBL1824,CHEMBL230891,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)NC(C)(C)C)c4)c(C)c3)c2c1,CELL,7.52,7.75,7.635,0.16263455967290624
CHEMBL1824,CHEMBL230994,COc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2cc1OC,CELL,7.0,7.12,7.0600000000000005,0.08485281374238547
CHEMBL1824,CHEMBL231099,COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2cc1OCCOC,CELL,6.08,6.64,6.359999999999999,0.395979797464466
CHEMBL1824,CHEMBL231101,COc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2cc1OC,CELL,7.17,7.72,7.445,0.3889087296526013
CHEMBL1824,CHEMBL231102,Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1OC1CCN(C(=O)Nc2c(F)cccc2F)CC1,CELL,7.8,8.15,7.975,0.2474873734152917
CHEMBL1824,CHEMBL231103,COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCCC5)CC4)c(C)c3)c2cc1OCCOC,CELL,6.28,7.11,6.695,0.5868986283848344
CHEMBL1824,CHEMBL231204,COc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2c1,CELL,6.6,7.34,6.97,0.5232590180780453
CHEMBL1824,CHEMBL231205,COCCOc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2c1,CELL,7.48,7.57,7.525,0.06363961030678918
CHEMBL1824,CHEMBL231302,CNc1cc2c(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)ncnc2cn1,CELL,6.75,7.6,7.175,0.6010407640085651
CHEMBL1824,CHEMBL246284,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,CELL,7.26,7.26,7.26,0.0
CHEMBL1824,CHEMBL246493,Fc1cccc(COc2ccc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)cc2Cl)c1,CELL,6.25,6.25,6.25,0.0
CHEMBL1824,CHEMBL256362,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)C)c34)cc2C)cn1,CELL,7.64,7.64,7.64,0.0
CHEMBL1824,CHEMBL280757,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,CELL,8.14,8.14,8.14,0.0
CHEMBL1824,CHEMBL28418,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,CELL,7.92,7.92,7.92,0.0
CHEMBL1824,CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CELL,8.24,8.24,8.24,0.0
CHEMBL1824,CHEMBL30432,CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,CELL,7.16,7.8,7.48,0.45254833995939053
CHEMBL1824,CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,CELL,6.43,6.7,6.5649999999999995,0.19091883092036785
CHEMBL1824,CHEMBL31373,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CELL,8.37,8.37,8.37,0.0
CHEMBL1824,CHEMBL31815,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,CELL,7.66,8.66,8.16,0.7071067811865476
CHEMBL1824,CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CELL,7.52,8.05,7.785,0.37476659402887097
CHEMBL1824,CHEMBL375671,Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,CELL,7.62,7.68,7.65,0.04242640687119289
CHEMBL1824,CHEMBL387543,COc1cc2ncnc(Nc3ccc(Oc4ccc(C(=O)NCC(C)(C)C)cc4)c(C)c3)c2cc1OC,CELL,6.51,7.11,6.8100000000000005,0.4242640687119292
CHEMBL1824,CHEMBL388483,Cc1cc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)ccc1OC1CCN(C(=O)Nc2c(F)cccc2F)CC1,CELL,7.26,7.26,7.26,0.0
CHEMBL1824,CHEMBL389457,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2c1,CELL,6.72,7.12,6.92,0.2828427124746193
CHEMBL1824,CHEMBL389741,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)NCC(C)(C)C)c4)c(C)c3)c2c1,CELL,6.89,6.96,6.925,0.049497474683058526
CHEMBL1824,CHEMBL395883,COc1cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1COC[C@@H]1CNCCO1,CELL,6.6,6.6,6.6,0.0
CHEMBL1824,CHEMBL396204,COCCOc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2c1,CELL,6.92,7.72,7.32,0.5656854249492376
CHEMBL1824,CHEMBL396287,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)c5cccc(Cl)c5)CC4)c(C)c3)c2c1,CELL,6.68,7.12,6.9,0.31112698372208086
CHEMBL1824,CHEMBL398172,Cc1cc(Nc2ncnc3cnc(N(C)C)cc23)ccc1OC1CCN(C(=O)Nc2c(F)cccc2F)CC1,CELL,7.68,7.7,7.6899999999999995,0.01414213562373159
CHEMBL1824,CHEMBL545315,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CELL,7.8,8.13,7.9225,0.15755951256588752
CHEMBL1824,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CELL,5.17,7.19,6.515384615384614,0.6563867684098984
CHEMBL1824,CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CELL,6.85,7.0,6.925,0.10606601717798238
CHEMBL1824,CHEMBL66570,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,CELL,6.46,7.0,6.73,0.38183766184073603
CHEMBL1824,CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,CELL,5.6,6.52,6.06,0.6505382386916236
CHEMBL1824,CHEMBL69071,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,CELL,6.29,6.3,6.295,0.007071067811865324
CHEMBL1824,CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,CELL,6.43,6.7,6.5649999999999995,0.19091883092036785
CHEMBL1824,CHEMBL69629,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,CELL,5.91,7.0,6.455,0.7707463914933367
CHEMBL1824,CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,CELL,5.92,6.4,6.16,0.3394112549695431
CHEMBL1824,CHEMBL69966,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,CELL,6.3,7.4,6.85,0.7778174593052023
CHEMBL1824,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CELL,5.43,7.62,6.4325,0.905736348687262
CHEMBL1841,CHEMBL324842,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,CELL,4.13,5.89,4.8725000000000005,0.6133689171872246
CHEMBL1841,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CELL,6.29,8.3,7.25,0.7584721484669034
CHEMBL1844,CHEMBL2203434,CCN1CCC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1,CELL,8.16,9.1,8.629999999999999,0.6646803743153537
CHEMBL1844,CHEMBL2206277,CN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C,CELL,7.82,9.0,8.41,0.8343860018001259
CHEMBL1844,CHEMBL261849,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,CELL,6.83,8.52,7.3999999999999995,0.9699999999999998
CHEMBL1844,CHEMBL400754,CC1CCN(c2ccc(CO)cc2NC(=O)c2ccc(C#N)o2)CC1,CELL,6.6,7.62,7.109999999999999,0.7212489168102791
CHEMBL1844,CHEMBL4229168,CCOC(=O)[C@@H]1CCC(=O)N1,CELL,7.03,7.58,7.328333333333333,0.22842212385552038
CHEMBL1844,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CELL,6.02,6.54,6.279999999999999,0.36769552621700474
CHEMBL1862,CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,CELL,9.3,9.48,9.383333333333335,0.09073771725877408
CHEMBL1862,CHEMBL2316579,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc2[nH]ncc2c1,CELL,7.08,7.9,7.51625,0.2907103369335188
CHEMBL1862,CHEMBL2316580,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2c(cnn2C)c1,CELL,8.27,9.15,8.7625,0.3584390763136341
CHEMBL1862,CHEMBL2316581,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ncnn2c1,CELL,7.74,8.88,8.4225,0.4060876049045854
CHEMBL1862,CHEMBL2316583,CN1CCN(Cc2ccc(NC(=O)c3cccc(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1,CELL,9.0,9.77,9.30125,0.2461960600822035
CHEMBL1862,CHEMBL2316584,CCc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,CELL,8.03,9.03,8.617500000000001,0.3485787469957718
CHEMBL1862,CHEMBL2316585,CN1CCN(Cc2ccc(NC(=O)c3ccc(C4CC4)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1,CELL,7.27,8.67,8.116249999999999,0.4993120266927283
CHEMBL1862,CHEMBL2316586,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1,CELL,8.46,9.24,8.99375,0.28575401509490095
CHEMBL1862,CHEMBL2316869,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]nc(C)c2c1,CELL,8.82,9.28,9.11375,0.17120893668263923
CHEMBL1862,CHEMBL2316870,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]nc(C3CC3)c2c1,CELL,8.39,9.37,8.88375,0.3223546183940909
CHEMBL1862,CHEMBL2316871,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]nc(-c3ccccc3)c2c1,CELL,7.98,8.69,8.37125,0.24925245377786318
CHEMBL1862,CHEMBL2316872,COc1n[nH]c2ncc(C#Cc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)cc12,CELL,7.44,8.56,8.08,0.3751951872977965
CHEMBL1862,CHEMBL255863,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,CELL,6.15,7.89,7.346666666666666,0.5681549084536714
CHEMBL1862,CHEMBL4439424,CN1CCN(Cc2ccc(NC(=O)CCSc3ccc4c(/C=C/c5ccccn5)n[nH]c4c3)cc2C(F)(F)F)CC1,CELL,7.77,9.7,8.9675,0.9271236882602737
CHEMBL1862,CHEMBL4519289,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ncc2cccnn12,CELL,7.82,9.7,8.905000000000001,0.9480330514632204
CHEMBL1862,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CELL,5.29,7.37,6.507142857142857,0.529403562387081
CHEMBL1868,CHEMBL1095465,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)c1,CELL,4.34,4.51,4.425,0.12020815280171303
CHEMBL1906,CHEMBL3962812,Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(OC2CCOCC2)c(N2CCOCC2)c1,CELL,7.0,7.7,7.35,0.49497474683058307
CHEMBL1908389,CHEMBL3714822,Nc1ncc(-c2cc([C@@H]3[C@H]4CN(C5COC5)C[C@H]43)n(CC3CCC3)n2)cc1C(F)(F)F,CELL,6.68,7.96,7.32,0.9050966799187813
CHEMBL1908389,CHEMBL3715238,Nc1ncc(-c2cc([C@@H]3[C@H]4CN(C5COC5)C[C@H]43)n(CC3CC3)n2)cc1C(F)(F)F,CELL,6.84,8.4,7.843333333333333,0.8706510973595178
CHEMBL1908389,CHEMBL3718522,Nc1ncc(-c2cc([C@@H]3[C@H]4CN(C5COC5)C[C@H]43)n(CC(F)(F)F)n2)cc1C(F)(F)F,CELL,6.75,7.8,7.275,0.7424621202458751
CHEMBL1908389,CHEMBL3718750,CC(C)n1nc(-c2cnc(N)c(Cl)c2)cc1C1CCN(C2COC2)CC1,CELL,5.77,6.0,5.885,0.16263455967290624
CHEMBL1908389,CHEMBL3719126,CC(C)n1nc(-c2cnc(N)c(C(F)(F)F)c2)cc1C1CCN(C2COC2)CC1,CELL,5.72,6.81,6.265,0.7707463914933367
CHEMBL1908389,CHEMBL3719135,CC(C)n1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1[C@@H]1[C@H]2CN(C3COC3)C[C@H]21,CELL,6.71,8.52,7.5200000000000005,0.8653708261009654
CHEMBL1908389,CHEMBL4126530,Cn1nc(-c2cnc(N)c(C(F)(F)F)c2)cc1[C@@H]1[C@H]2CN(C3COC3)C[C@H]21,CELL,5.75,7.09,6.42,0.9475230867899735
CHEMBL1908389,CHEMBL4127922,Cn1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1[C@@H]1[C@H]2CN(C3COC3)C[C@H]21,CELL,5.89,7.17,6.529999999999999,0.9050966799187806
CHEMBL1908389,CHEMBL4128477,Nc1ncc(-c2cc([C@@H]3[C@H]4CN(C5COC5)C[C@H]43)n(CC3CCCC3)n2)cc1C(F)(F)F,CELL,6.7,8.05,7.375,0.9545941546018393
CHEMBL1913,CHEMBL100305,COc1cc(OC)c2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2c1,CELL,4.96,4.96,4.96,0.0
CHEMBL1913,CHEMBL100542,CCNc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccccc4)CC3)c2cc1N,CELL,5.84,5.84,5.84,0.0
CHEMBL1913,CHEMBL100735,CCOc1cc2c(N3CCN(/C(S)=N\Cc4ccccc4)CC3)ncnc2cc1OC,CELL,6.21,6.21,6.21,0.0
CHEMBL1913,CHEMBL100736,CCOc1cc2c(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)ncnc2cc1OC,CELL,7.4,7.4,7.4,0.0
CHEMBL1913,CHEMBL102301,COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccc5c(c4)OCO5)CC3)c2cc1OC,CELL,7.05,7.05,7.05,0.0
CHEMBL1913,CHEMBL102911,CCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC,CELL,8.0,8.0,8.0,0.0
CHEMBL1913,CHEMBL103487,O=C(Nc1ccc(Oc2ccccc2)cc1)N1CCN(c2ncnc3ccccc23)CC1,CELL,6.42,6.42,6.42,0.0
CHEMBL1913,CHEMBL103490,CCOc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccccc4)CC3)c2cc1OC,CELL,6.82,6.82,6.82,0.0
